label,finalScore,finalCash,buildingsPlaced,tilesUsed,serviceShare,housingShare,commercialShare,cashReserve,housingSizeBias,industryAppetite,damPolicy,drainagePolicy,olympicsIntent,slumUpgrades,expansionTiming,twistOrder,treasureTile,treasureHit,preparedFlood,pandemicMet,olympicsQualified,industryPowerShare,industryWaterShare
random,-2427,8.0,106,106,0.220,0.305,0.372,0.102,medium,large,after-flood,partial,committed,1,spread,flood|immigration|pandemic,0,12,true,true,false,true,0.000,0.000
random,-466,294.3,68,68,0.406,0.337,0.196,0.062,large,large,never,none,opportunistic,2,year0,flood|immigration|pandemic,5,6,false,false,false,true,0.000,0.000
random,1905,208.3,101,101,0.572,0.048,0.096,0.284,medium,none,after-flood,full,ignore,0,year0,immigration|flood|pandemic,11,4,false,true,false,false,0.000,0.000
random,590,87.0,111,111,0.398,0.245,0.283,0.074,mixed,medium,after-flood,partial,opportunistic,0,year0,flood|immigration|pandemic,1,7,true,true,false,true,0.000,0.000
random,1863,1273.3,129,129,0.447,0.028,0.346,0.179,large,medium,never,partial,opportunistic,1,late,flood|immigration|pandemic,3,13,true,true,false,true,0.133,0.125
random,737,11.5,107,107,0.352,0.253,0.332,0.063,small,medium,never,full,ignore,1,spread,immigration|flood|pandemic,0,14,true,true,false,false,0.000,0.000
random,2316,98.8,117,117,0.547,0.110,0.188,0.155,mixed,medium,never,full,committed,3,year0,immigration|flood|pandemic,10,4,false,true,false,true,0.000,0.083
random,866,181.8,72,72,0.461,0.259,0.114,0.166,small,small,early,none,committed,4,year0,immigration|pandemic|flood,3,4,true,true,false,false,0.000,0.000
random,-2739,63.8,74,74,0.432,0.359,0.166,0.043,large,large,early,none,opportunistic,1,spread,pandemic|flood|immigration,0,5,true,true,false,true,0.000,0.000
random,1566,132.0,95,95,0.454,0.162,0.234,0.150,medium,none,early,none,opportunistic,1,late,pandemic|immigration|flood,2,2,true,true,false,true,0.000,0.000
random,657,4.8,105,105,0.358,0.333,0.187,0.122,small,small,never,partial,ignore,4,spread,immigration|pandemic|flood,1,3,true,true,false,false,0.000,0.000
random,289,137.8,75,75,0.569,0.286,0.101,0.045,medium,large,after-flood,none,ignore,2,year0,flood|pandemic|immigration,0,15,false,true,false,false,0.000,0.008
random,1606,331.3,110,110,0.337,0.124,0.328,0.212,medium,none,after-flood,partial,ignore,2,late,flood|immigration|pandemic,1,14,false,true,false,false,0.000,0.000
random,1141,24.0,108,108,0.259,0.303,0.427,0.011,small,medium,early,none,opportunistic,3,late,immigration|flood|pandemic,2,1,false,true,false,true,0.000,0.208
random,1679,82.3,144,144,0.343,0.176,0.410,0.071,mixed,large,never,full,opportunistic,2,late,flood|immigration|pandemic,6,4,false,true,false,true,0.000,0.146
random,2267,413.0,129,129,0.530,0.033,0.394,0.044,mixed,medium,early,full,opportunistic,4,spread,immigration|pandemic|flood,3,5,true,true,false,true,0.000,0.167
random,1007,255.5,87,87,0.374,0.172,0.235,0.219,large,small,early,none,opportunistic,0,late,immigration|pandemic|flood,4,15,false,true,false,true,0.000,0.083
random,462,33.3,100,100,0.369,0.195,0.292,0.144,medium,medium,never,partial,ignore,0,spread,immigration|pandemic|flood,8,10,true,true,false,false,0.000,0.000
random,1762,757.5,132,132,0.353,0.081,0.319,0.247,mixed,large,early,full,committed,1,late,flood|immigration|pandemic,2,3,true,true,false,true,0.000,0.000
random,444,52.8,95,95,0.289,0.116,0.491,0.104,mixed,large,early,partial,ignore,0,year0,immigration|flood|pandemic,0,6,true,true,false,false,0.000,0.117
random,1649,996.5,60,60,0.698,0.002,0.156,0.144,medium,small,never,none,ignore,1,late,immigration|pandemic|flood,4,4,false,false,false,false,0.133,0.083
random,-464,11.0,109,109,0.357,0.199,0.367,0.077,large,medium,after-flood,partial,opportunistic,2,spread,immigration|flood|pandemic,6,1,false,true,false,true,0.000,0.134
random,1449,94.0,76,76,0.447,0.097,0.335,0.121,mixed,large,early,none,ignore,3,spread,immigration|pandemic|flood,5,4,true,true,false,false,0.000,0.000
random,1237,51.8,95,95,0.425,0.351,0.015,0.210,mixed,small,never,full,committed,3,late,immigration|pandemic|flood,3,4,true,true,true,false,0.000,0.000
random,851,122.3,72,72,0.275,0.267,0.305,0.152,medium,large,never,none,ignore,2,late,immigration|pandemic|flood,8,10,false,false,false,false,0.000,0.000
random,-3515,13.5,93,93,0.241,0.462,0.136,0.161,mixed,medium,early,full,opportunistic,0,spread,flood|immigration|pandemic,10,7,false,true,false,false,0.000,0.000
random,-3869,104.3,73,73,0.280,0.364,0.128,0.228,mixed,medium,never,none,ignore,0,spread,pandemic|immigration|flood,10,6,false,false,false,false,0.000,0.000
random,1304,488.0,68,68,0.508,0.064,0.359,0.069,small,none,early,none,ignore,0,late,pandemic|immigration|flood,2,3,true,true,false,false,0.000,0.000
random,-100,125.5,107,107,0.236,0.380,0.102,0.281,small,large,never,full,ignore,4,year0,immigration|flood|pandemic,8,12,true,true,false,false,0.000,0.000
random,2304,391.0,129,129,0.472,0.144,0.154,0.230,small,small,after-flood,full,committed,4,late,flood|pandemic|immigration,1,4,true,true,true,true,0.000,0.042
random,1340,6.0,110,110,0.538,0.256,0.045,0.161,small,large,early,partial,opportunistic,0,late,flood|immigration|pandemic,6,4,false,true,false,false,0.000,0.000
random,187,281.8,92,92,0.291,0.187,0.386,0.136,medium,small,never,none,committed,0,year0,immigration|flood|pandemic,9,9,true,false,false,true,0.000,0.000
random,-126,247.8,118,118,0.329,0.302,0.184,0.186,mixed,small,after-flood,full,committed,1,year0,pandemic|flood|immigration,5,2,false,true,false,true,0.000,0.038
random,2171,124.3,126,126,0.442,0.224,0.153,0.181,mixed,medium,after-flood,partial,opportunistic,1,late,immigration|pandemic|flood,2,10,true,true,false,true,0.000,0.000
random,1845,205.5,95,95,0.362,0.081,0.413,0.144,mixed,medium,after-flood,none,opportunistic,2,year0,pandemic|flood|immigration,8,6,false,true,false,true,0.000,0.083
random,2181,159.0,97,97,0.527,0.112,0.100,0.261,small,none,early,none,ignore,0,spread,flood|immigration|pandemic,10,5,false,true,false,false,0.000,0.000
random,1294,70.3,109,109,0.408,0.205,0.182,0.205,mixed,none,early,full,ignore,0,year0,pandemic|immigration|flood,9,3,false,true,false,false,0.000,0.000
random,-444,85.0,79,79,0.524,0.249,0.137,0.089,medium,none,never,none,opportunistic,2,spread,pandemic|immigration|flood,5,15,false,false,false,true,0.000,0.000
random,-309,50.8,80,80,0.517,0.320,0.047,0.116,mixed,large,early,partial,committed,2,year0,flood|immigration|pandemic,7,7,true,true,false,false,0.000,0.000
random,2224,785.3,68,68,0.868,0.023,0.104,0.005,mixed,none,never,none,opportunistic,2,spread,pandemic|flood|immigration,9,1,false,false,false,true,0.000,0.000
random,-1237,271.3,52,52,0.337,0.440,0.078,0.145,mixed,none,never,none,ignore,0,year0,pandemic|flood|immigration,8,11,false,false,false,false,0.000,0.000
random,1757,854.5,74,74,0.352,0.042,0.375,0.231,large,large,after-flood,none,ignore,3,late,pandemic|flood|immigration,3,15,false,true,true,false,0.000,0.083
random,1840,41.3,92,92,0.561,0.117,0.122,0.200,mixed,medium,early,partial,committed,4,year0,flood|pandemic|immigration,3,4,true,true,false,false,0.000,0.000
random,-687,73.0,88,88,0.345,0.275,0.188,0.193,large,large,never,partial,ignore,1,year0,flood|pandemic|immigration,8,6,false,true,false,false,0.000,0.000
random,1883,217.3,100,100,0.442,0.192,0.260,0.106,small,none,after-flood,none,committed,1,year0,immigration|flood|pandemic,9,3,true,true,false,true,0.000,0.000
random,1500,104.3,135,135,0.406,0.200,0.268,0.126,large,none,early,full,opportunistic,0,late,pandemic|immigration|flood,2,2,true,true,false,true,0.000,0.000
random,64,90.8,122,122,0.338,0.176,0.347,0.139,large,small,early,full,opportunistic,3,spread,flood|immigration|pandemic,10,6,true,true,false,true,0.000,0.030
random,857,158.0,122,122,0.320,0.294,0.276,0.110,mixed,none,never,full,committed,4,year0,immigration|pandemic|flood,9,10,true,true,false,true,0.000,0.000
random,-3087,0.0,82,82,0.205,0.397,0.165,0.232,large,large,never,full,ignore,4,spread,pandemic|flood|immigration,11,11,false,true,false,false,0.000,0.000
random,805,201.8,72,72,0.459,0.252,0.037,0.253,mixed,large,early,none,ignore,1,late,pandemic|immigration|flood,4,7,false,true,false,false,0.000,0.000
random,-1759,57.5,114,114,0.313,0.342,0.191,0.154,medium,none,never,partial,committed,2,spread,pandemic|immigration|flood,9,4,true,true,false,true,0.000,0.000
random,568,61.5,98,98,0.363,0.271,0.110,0.256,mixed,large,early,partial,committed,4,year0,pandemic|immigration|flood,6,7,false,true,false,false,0.000,0.000
random,2155,90.5,96,96,0.650,0.076,0.087,0.187,mixed,small,never,full,committed,2,year0,immigration|flood|pandemic,6,2,false,true,false,false,0.000,0.000
random,2105,18.0,120,120,0.670,0.174,0.134,0.021,large,small,early,partial,committed,2,spread,flood|pandemic|immigration,7,4,true,true,false,true,0.000,0.000
random,1990,12.8,123,123,0.455,0.083,0.363,0.099,medium,small,never,full,committed,4,year0,flood|immigration|pandemic,8,12,true,true,false,true,0.000,0.115
random,-67,142.0,84,84,0.318,0.368,0.115,0.199,small,none,after-flood,partial,ignore,4,year0,flood|immigration|pandemic,10,7,false,true,false,false,0.000,0.000
random,1311,163.8,78,78,0.493,0.147,0.165,0.194,small,medium,early,none,ignore,0,year0,flood|pandemic|immigration,8,9,true,true,false,false,0.000,0.000
random,-3736,88.0,78,78,0.301,0.493,0.138,0.068,mixed,small,never,none,opportunistic,2,spread,immigration|pandemic|flood,1,13,false,false,false,true,0.000,0.000
random,-1437,14.0,87,87,0.460,0.378,0.050,0.112,medium,medium,early,full,ignore,2,spread,pandemic|flood|immigration,9,7,false,true,false,false,0.000,0.000
random,1124,84.5,116,116,0.432,0.269,0.116,0.183,medium,none,after-flood,full,committed,1,late,immigration|flood|pandemic,2,9,true,true,false,true,0.000,0.000
random,1451,720.5,102,102,0.648,0.066,0.072,0.214,small,medium,early,full,ignore,0,late,pandemic|immigration|flood,10,15,false,true,false,false,0.000,0.000
random,1816,226.5,87,87,0.460,0.026,0.407,0.107,large,medium,after-flood,none,committed,1,year0,immigration|flood|pandemic,11,0,false,true,false,true,0.000,0.111
random,-231,152.8,75,75,0.403,0.273,0.154,0.170,medium,medium,after-flood,none,opportunistic,4,spread,pandemic|immigration|flood,2,0,false,true,false,true,0.000,0.000
random,1347,65.3,109,109,0.497,0.231,0.213,0.059,large,medium,never,full,opportunistic,3,year0,flood|immigration|pandemic,8,12,true,true,false,true,0.000,0.000
random,1995,11.0,96,96,0.775,0.081,0.094,0.049,large,none,after-flood,full,opportunistic,0,spread,pandemic|flood|immigration,1,0,true,true,false,false,0.000,0.000
random,-39,29.8,102,102,0.292,0.384,0.077,0.246,mixed,large,never,partial,opportunistic,1,late,pandemic|immigration|flood,1,13,false,true,false,false,0.000,0.000
random,1574,95.5,117,117,0.428,0.161,0.207,0.204,medium,small,after-flood,partial,opportunistic,2,spread,immigration|pandemic|flood,4,0,true,true,false,true,0.000,0.000
random,660,305.5,99,99,0.181,0.185,0.338,0.297,mixed,small,after-flood,none,committed,0,late,flood|pandemic|immigration,11,14,false,true,false,true,0.000,0.042
random,-282,328.8,74,74,0.349,0.232,0.254,0.165,medium,medium,after-flood,none,committed,0,year0,flood|pandemic|immigration,6,15,false,true,false,true,0.000,0.056
random,-1249,200.0,63,63,0.396,0.405,0.168,0.031,mixed,large,never,none,opportunistic,4,year0,flood|pandemic|immigration,6,7,false,false,false,false,0.000,0.000
random,-2255,132.3,84,84,0.280,0.447,0.059,0.214,medium,medium,never,partial,committed,0,year0,immigration|pandemic|flood,3,1,true,true,false,false,0.000,0.000
random,1009,263.5,86,86,0.442,0.314,0.178,0.065,small,large,early,none,committed,4,year0,pandemic|immigration|flood,9,8,false,true,false,true,0.000,0.000
random,-1255,103.8,89,89,0.327,0.392,0.052,0.229,mixed,medium,early,partial,opportunistic,0,year0,pandemic|immigration|flood,4,11,false,true,false,false,0.000,0.000
random,-135,4.3,84,84,0.441,0.255,0.146,0.159,large,medium,early,partial,ignore,4,spread,immigration|pandemic|flood,7,8,false,true,false,false,0.000,0.000
random,2387,141.8,133,133,0.370,0.263,0.163,0.204,small,small,early,partial,committed,4,late,pandemic|flood|immigration,3,1,true,true,true,true,0.000,0.021
random,735,256.8,98,98,0.303,0.180,0.407,0.110,mixed,small,early,none,committed,2,year0,immigration|flood|pandemic,7,15,false,true,false,true,0.000,0.033
random,-4417,14.8,113,113,0.194,0.403,0.224,0.179,large,small,never,partial,opportunistic,1,spread,pandemic|immigration|flood,0,8,true,true,false,true,0.000,0.000
random,1606,135.5,94,94,0.404,0.053,0.343,0.200,large,medium,early,partial,ignore,2,spread,flood|immigration|pandemic,2,9,true,true,false,false,0.000,0.000
random,2077,641.5,141,141,0.449,0.068,0.365,0.118,medium,large,after-flood,partial,committed,3,late,flood|pandemic|immigration,5,4,true,true,true,true,0.000,0.146
random,-2104,46.5,79,79,0.378,0.372,0.222,0.028,medium,large,never,none,opportunistic,2,spread,flood|immigration|pandemic,10,0,false,false,false,true,0.000,0.000
random,359,83.8,118,118,0.282,0.343,0.183,0.192,medium,none,never,partial,opportunistic,0,late,flood|immigration|pandemic,10,3,false,true,false,true,0.000,0.000
random,1297,52.5,111,111,0.540,0.194,0.190,0.076,small,small,early,none,committed,4,spread,pandemic|flood|immigration,9,1,false,true,false,true,0.000,0.000
random,767,49.0,105,105,0.432,0.280,0.104,0.184,large,medium,early,partial,ignore,0,late,flood|immigration|pandemic,2,10,false,true,false,false,0.000,0.000
random,1969,390.5,138,138,0.483,0.093,0.324,0.099,large,medium,early,full,committed,4,late,immigration|flood|pandemic,3,4,true,true,true,true,0.000,0.083
random,572,58.5,98,98,0.465,0.243,0.226,0.065,medium,none,early,none,committed,0,late,pandemic|immigration|flood,2,15,false,true,false,true,0.000,0.000
random,1718,60.0,103,103,0.427,0.039,0.340,0.194,mixed,none,after-flood,full,ignore,0,spread,immigration|flood|pandemic,10,5,false,true,false,false,0.000,0.000
random,2190,114.8,90,90,0.338,0.276,0.188,0.198,mixed,small,early,none,ignore,4,late,immigration|pandemic|flood,9,12,false,true,true,false,0.000,0.026
random,1750,10.5,110,110,0.545,0.186,0.159,0.110,small,medium,early,partial,ignore,1,spread,immigration|pandemic|flood,5,12,true,true,false,false,0.000,0.000
random,1983,176.8,141,141,0.318,0.245,0.254,0.183,small,none,after-flood,full,committed,2,late,flood|pandemic|immigration,3,8,true,true,false,true,0.000,0.000
random,1868,573.0,132,132,0.384,0.099,0.269,0.249,mixed,medium,after-flood,full,committed,2,late,pandemic|immigration|flood,4,6,true,true,false,true,0.000,0.028
random,-2539,90.0,74,74,0.352,0.467,0.141,0.041,mixed,large,after-flood,none,ignore,2,spread,pandemic|immigration|flood,8,8,false,false,false,false,0.000,0.000
random,-560,137.5,62,62,0.262,0.229,0.388,0.122,large,none,after-flood,none,ignore,3,spread,immigration|pandemic|flood,1,7,true,true,false,false,0.000,0.000
random,-1064,329.0,100,100,0.215,0.272,0.326,0.186,large,large,never,full,opportunistic,1,year0,pandemic|flood|immigration,3,7,true,true,false,true,0.000,0.151
random,158,198.8,121,121,0.280,0.278,0.281,0.161,small,none,after-flood,partial,opportunistic,1,year0,flood|immigration|pandemic,0,5,true,true,false,true,0.000,0.000
random,-131,31.3,96,96,0.326,0.244,0.273,0.157,large,none,after-flood,partial,ignore,1,spread,pandemic|flood|immigration,8,8,true,true,false,false,0.000,0.000
random,-848,140.8,87,87,0.219,0.279,0.318,0.183,large,none,after-flood,full,ignore,2,year0,immigration|pandemic|flood,8,1,true,true,false,false,0.000,0.000
random,972,247.8,71,71,0.334,0.115,0.306,0.245,large,large,early,none,ignore,1,spread,pandemic|immigration|flood,9,1,false,true,false,false,0.000,0.000
random,1591,138.0,94,94,0.372,0.318,0.123,0.187,mixed,small,early,none,committed,2,late,pandemic|flood|immigration,9,11,false,true,false,true,0.000,0.000
random,891,71.8,71,71,0.495,0.075,0.391,0.039,large,medium,early,none,ignore,0,spread,pandemic|flood|immigration,11,6,false,true,false,false,0.000,0.074
random,886,211.3,89,89,0.369,0.228,0.350,0.054,mixed,none,early,none,committed,4,year0,flood|pandemic|immigration,2,8,true,true,false,true,0.000,0.000
random,2047,1659.3,48,48,0.432,0.003,0.063,0.502,small,none,early,none,opportunistic,2,year0,flood|immigration|pandemic,2,3,true,true,false,true,0.000,0.000
random,1007,47.5,144,144,0.201,0.339,0.427,0.033,small,large,after-flood,full,committed,2,late,immigration|pandemic|flood,7,3,true,true,false,true,0.000,0.000
random,1603,98.0,100,100,0.405,0.255,0.207,0.132,small,medium,after-flood,partial,ignore,4,year0,pandemic|immigration|flood,2,3,true,true,false,false,0.000,0.000
random,1814,582.5,116,116,0.603,0.031,0.214,0.152,small,small,never,partial,opportunistic,1,spread,flood|pandemic|immigration,11,6,false,true,false,true,0.000,0.125
random,716,27.3,139,139,0.224,0.303,0.444,0.029,medium,medium,early,partial,committed,4,late,pandemic|immigration|flood,2,5,true,true,false,true,0.000,0.000
random,295,7.3,96,96,0.554,0.373,0.067,0.005,large,medium,after-flood,partial,ignore,1,late,immigration|flood|pandemic,3,0,false,true,false,false,0.000,0.000
random,1855,118.3,79,79,0.716,0.093,0.090,0.101,large,medium,never,none,ignore,1,year0,immigration|flood|pandemic,10,3,false,false,false,false,0.000,0.000
random,-223,75.0,94,94,0.520,0.302,0.154,0.024,mixed,large,never,partial,committed,2,year0,immigration|pandemic|flood,7,9,true,true,false,false,0.000,0.013
random,2457,144.5,124,124,0.488,0.194,0.136,0.182,mixed,none,after-flood,partial,committed,4,late,flood|pandemic|immigration,5,7,true,true,true,true,0.000,0.000
random,1426,42.5,101,101,0.339,0.107,0.274,0.279,mixed,small,never,partial,ignore,4,spread,pandemic|immigration|flood,9,4,false,true,false,false,0.000,0.000
random,-129,234.5,115,115,0.308,0.303,0.242,0.147,large,none,never,full,committed,3,year0,pandemic|flood|immigration,7,10,true,true,false,true,0.000,0.000
random,-839,92.0,88,88,0.348,0.357,0.109,0.186,mixed,large,after-flood,partial,ignore,3,year0,immigration|flood|pandemic,10,11,false,true,false,false,0.000,0.000
random,-3500,3.3,98,98,0.238,0.476,0.183,0.102,medium,small,early,partial,committed,2,spread,pandemic|immigration|flood,9,6,true,true,false,false,0.000,0.000
random,2200,18.5,119,119,0.457,0.101,0.299,0.144,small,none,early,partial,ignore,2,spread,pandemic|flood|immigration,11,9,false,true,false,false,0.000,0.000
random,97,112.8,109,109,0.312,0.351,0.117,0.219,small,small,early,full,opportunistic,2,year0,flood|pandemic|immigration,2,13,false,true,false,false,0.000,0.086
random,1230,6.0,107,107,0.298,0.214,0.487,0.001,medium,none,early,partial,ignore,1,late,immigration|flood|pandemic,10,12,false,true,false,false,0.000,0.000
random,-128,226.3,57,57,0.383,0.232,0.193,0.192,large,medium,never,none,ignore,0,year0,immigration|pandemic|flood,3,4,true,false,false,false,0.000,0.000
random,1621,1334.0,93,93,0.557,0.008,0.356,0.079,mixed,medium,after-flood,none,committed,0,late,immigration|pandemic|flood,3,3,true,true,false,true,0.200,0.167
random,1244,89.8,131,131,0.443,0.237,0.229,0.091,medium,none,early,full,opportunistic,0,late,immigration|pandemic|flood,2,12,false,true,false,true,0.000,0.000
random,2183,277.3,157,157,0.443,0.076,0.398,0.083,medium,none,after-flood,full,committed,3,late,pandemic|flood|immigration,2,0,false,true,true,true,0.000,0.000
random,-483,4.0,102,102,0.289,0.412,0.167,0.132,small,medium,early,partial,ignore,4,spread,immigration|flood|pandemic,8,1,true,true,false,false,0.000,0.000
random,-382,12.5,89,89,0.394,0.300,0.072,0.234,mixed,none,never,full,ignore,2,spread,flood|immigration|pandemic,9,2,true,true,false,false,0.000,0.000
random,2068,262.5,100,100,0.647,0.028,0.145,0.180,large,large,never,partial,opportunistic,2,year0,immigration|flood|pandemic,8,8,false,true,false,false,0.000,0.000
